camera_id,frame,vehicle_id,x1,y1,x2,y2
camera_0001,41,4,84,438,164,483
camera_0001,42,1,176,237,256,282
camera_0001,42,3,247,196,327,241
camera_0001,42,4,90,438,170,483
camera_0001,43,1,185,237,265,282
camera_0001,43,3,259,196,339,241
camera_0001,43,4,96,438,176,483
camera_0001,44,1,194,237,274,282
camera_0001,44,3,271,196,351,241
camera_0001,44,4,102,438,182,483
camera_0001,45,1,202,237,282,282
camera_0001,45,3,283,196,363,241
camera_0001,45,4,108,438,188,483
camera_0001,46,1,211,237,291,282
camera_0001,46,3,295,196,375,241
camera_0001,46,4,114,438,194,483
camera_0001,47,1,219,237,299,282
camera_0001,47,3,307,196,387,241
camera_0001,47,4,119,438,199,483
camera_0001,48,1,228,237,308,282
camera_0001,48,3,320,196,400,241
camera_0001,48,4,125,438,205,483
camera_0001,49,1,236,237,316,282
camera_0001,49,3,332,196,412,241
camera_0001,49,4,131,438,211,483
camera_0001,50,1,245,237,325,282
camera_0001,50,3,344,196,424,241
camera_0001,50,4,137,438,217,483
camera_0001,51,1,253,237,333,282
camera_0001,51,3,356,196,436,241
camera_0001,51,4,143,438,223,483
camera_0001,52,1,262,237,342,282
camera_0001,52,2,-80,251,0,296
camera_0001,52,3,368,196,448,241
camera_0001,52,4,149,438,229,483
camera_0001,53,1,271,237,351,282
camera_0001,53,2,-74,251,6,296
camera_0001,53,3,380,196,460,241
camera_0001,53,4,155,438,235,483
camera_0001,54,1,279,237,359,282
camera_0001,54,2,-68,251,12,296
camera_0001,54,3,392,196,472,241
camera_0001,54,4,161,438,241,483
camera_0001,55,1,288,237,368,282
camera_0001,55,2,-62,251,18,296
camera_0001,55,3,404,196,484,241
camera_0001,55,4,166,438,246,483
camera_0001,56,1,296,237,376,282
camera_0001,56,2,-56,251,24,296
camera_0001,56,3,417,196,497,241
camera_0001,56,4,172,438,252,483
camera_0001,57,1,305,237,385,282
camera_0001,57,2,-50,251,30,296
camera_0001,57,3,429,196,509,241
camera_0001,57,4,178,438,258,483
camera_0001,58,1,313,237,393,282
camera_0001,58,2,-44,251,36,296
camera_0001,58,3,441,196,521,241
camera_0001,58,4,184,438,264,483
camera_0001,59,1,322,237,402,282
camera_0001,59,2,-38,251,42,296
camera_0001,59,3,453,196,533,241
camera_0001,59,4,190,438,270,483
camera_0001,60,1,331,237,411,282
camera_0001,60,2,-32,251,48,296
camera_0001,60,3,465,196,545,241
camera_0001,60,4,196,438,276,483
camera_0001,61,1,339,237,419,282
camera_0001,61,2,-26,251,54,296
camera_0001,61,3,477,196,557,241
camera_0001,61,4,202,438,282,483
camera_0001,62,1,348,237,428,282
camera_0001,62,2,-20,251,60,296
camera_0001,62,3,489,196,569,241
camera_0001,62,4,208,438,288,483
camera_0001,63,1,356,237,436,282
camera_0001,63,2,-14,251,66,296
camera_0001,63,3,501,196,581,241
camera_0001,63,4,213,438,293,483
camera_0001,64,1,365,237,445,282
camera_0001,64,2,-8,251,72,296
camera_0001,64,3,514,196,594,241
camera_0001,64,4,219,438,299,483
camera_0001,65,1,373,237,453,282
camera_0001,65,2,-2,251,78,296
camera_0001,65,3,526,196,606,241
camera_0001,65,4,225,438,305,483
camera_0001,66,1,382,237,462,282
camera_0001,66,2,3,251,83,296
camera_0001,66,3,538,196,618,241
camera_0001,66,4,231,438,311,483
camera_0001,67,1,390,237,470,282
camera_0001,67,2,9,251,89,296
camera_0001,67,3,550,196,630,241
camera_0001,67,4,237,438,317,483
camera_0001,68,1,399,237,479,282
camera_0001,68,2,15,251,95,296
camera_0001,68,3,562,196,642,241
camera_0001,68,4,243,438,323,483
camera_0001,69,1,408,237,488,282
camera_0001,69,2,21,251,101,296
camera_0001,69,3,574,196,654,241
camera_0001,69,4,249,438,329,483
camera_0001,70,1,416,237,496,282
camera_0001,70,2,27,251,107,296
camera_0001,70,3,586,196,666,241
camera_0001,70,4,255,438,335,483
camera_0001,71,1,425,237,505,282
camera_0001,71,2,33,251,113,296
camera_0001,71,3,598,196,678,241
camera_0001,71,4,261,438,341,483
camera_0001,72,1,433,237,513,282
camera_0001,72,2,39,251,119,296
camera_0001,72,3,611,196,691,241
camera_0001,72,4,266,438,346,483
camera_0001,73,1,442,237,522,282
camera_0001,73,2,45,251,125,296
camera_0001,73,3,623,196,703,241
camera_0001,73,4,272,438,352,483
camera_0001,74,1,450,237,530,282
camera_0001,74,2,51,251,131,296
camera_0001,74,3,635,196,715,241
camera_0001,74,4,278,438,358,483
camera_0001,75,1,459,237,539,282
camera_0001,75,2,57,251,137,296
camera_0001,75,3,647,196,727,241
camera_0001,75,4,284,438,364,483
camera_0001,76,1,468,237,548,282
camera_0001,76,2,63,251,143,296
camera_0001,76,3,659,196,739,241
camera_0001,76,4,290,438,370,483
camera_0001,77,1,476,237,556,282
camera_0001,77,2,69,251,149,296
camera_0001,77,3,671,196,751,241
camera_0001,77,4,296,438,376,483
camera_0001,78,1,485,237,565,282
camera_0001,78,2,75,251,155,296
camera_0001,78,3,683,196,763,241
camera_0001,78,4,302,438,382,483
camera_0001,79,1,493,237,573,282
camera_0001,79,2,81,251,161,296
camera_0001,79,3,695,196,775,241
camera_0001,79,4,308,438,388,483
camera_0001,80,1,502,237,582,282
camera_0001,80,2,87,251,167,296
camera_0001,80,3,708,196,788,241
camera_0001,80,4,313,438,393,483
camera_0001,81,1,510,237,590,282
camera_0001,81,2,93,251,173,296
camera_0001,81,3,720,196,800,241
camera_0001,81,4,319,438,399,483
camera_0001,82,1,519,237,599,282
camera_0001,82,2,99,251,179,296
camera_0001,82,3,732,196,812,241
camera_0001,82,4,325,438,405,483
camera_0001,83,1,527,237,607,282
camera_0001,83,2,105,251,185,296
camera_0001,83,3,744,196,824,241
camera_0001,83,4,331,438,411,483
camera_0001,84,1,536,237,616,282
camera_0001,84,2,111,251,191,296
camera_0001,84,3,756,196,836,241
camera_0001,84,4,337,438,417,483
camera_0001,85,1,545,237,625,282
camera_0001,85,2,117,251,197,296
camera_0001,85,3,768,196,848,241
camera_0001,85,4,343,438,423,483
camera_0001,86,1,553,237,633,282
camera_0001,86,2,123,251,203,296
camera_0001,86,3,780,196,860,241
camera_0001,86,4,349,438,429,483
camera_0001,87,1,562,237,642,282
camera_0001,87,2,129,251,209,296
camera_0001,87,3,792,196,872,241
camera_0001,87,4,355,438,435,483
camera_0001,88,1,570,237,650,282
camera_0001,88,2,135,251,215,296
camera_0001,88,3,805,196,885,241
camera_0001,88,4,360,438,440,483
camera_0001,89,1,579,237,659,282
camera_0001,89,2,141,251,221,296
camera_0001,89,3,817,196,897,241
camera_0001,89,4,366,438,446,483
camera_0001,90,1,587,237,667,282
camera_0001,90,2,147,251,227,296
camera_0001,90,3,829,196,909,241
camera_0001,90,4,372,438,452,483
camera_0001,91,1,596,237,676,282
camera_0001,91,2,153,251,233,296
camera_0001,91,3,841,196,921,241
camera_0001,91,4,378,438,458,483
camera_0001,92,1,605,237,685,282
camera_0001,92,2,159,251,239,296
camera_0001,92,3,853,196,933,241
camera_0001,92,4,384,438,464,483
camera_0001,93,1,613,237,693,282
camera_0001,93,2,165,251,245,296
camera_0001,93,3,865,196,945,241
camera_0001,93,4,390,438,470,483
camera_0001,94,1,622,237,702,282
camera_0001,94,2,171,251,251,296
camera_0001,94,3,877,196,957,241
camera_0001,94,4,396,438,476,483
camera_0001,95,1,630,237,710,282
camera_0001,95,2,177,251,257,296
camera_0001,95,3,889,196,969,241
camera_0001,95,4,402,438,482,483
camera_0001,96,1,639,237,719,282
camera_0001,96,2,183,251,263,296
camera_0001,96,3,902,196,982,241
camera_0001,96,4,408,438,488,483
camera_0001,97,1,647,237,727,282
camera_0001,97,2,189,251,269,296
camera_0001,97,3,914,196,994,241
camera_0001,97,4,413,438,493,483
camera_0001,98,1,656,237,736,282
camera_0001,98,2,195,251,275,296
camera_0001,98,3,926,196,1006,241
camera_0001,98,4,419,438,499,483
camera_0001,99,1,664,237,744,282
camera_0001,99,2,201,251,281,296
camera_0001,99,3,938,196,1018,241
camera_0001,99,4,425,438,505,483
camera_0001,100,1,673,237,753,282
camera_0001,100,2,207,251,287,296
camera_0001,100,3,950,196,1030,241
camera_0001,100,4,431,438,511,483
camera_0001,101,1,682,237,762,282
camera_0001,101,2,213,251,293,296
camera_0001,101,3,962,196,1042,241
camera_0001,101,4,437,438,517,483
camera_0001,102,1,690,237,770,282
camera_0001,102,2,219,251,299,296
camera_0001,102,3,974,196,1054,241
camera_0001,102,4,443,438,523,483
camera_0001,103,1,699,237,779,282
camera_0001,103,2,225,251,305,296
camera_0001,103,3,986,196,1066,241
camera_0001,103,4,449,438,529,483
camera_0001,104,1,707,237,787,282
camera_0001,104,2,231,251,311,296
camera_0001,104,3,999,196,1079,241
camera_0001,104,4,455,438,535,483
camera_0001,105,1,716,237,796,282
camera_0001,105,2,237,251,317,296
camera_0001,105,3,1011,196,1091,241
camera_0001,105,4,460,438,540,483
camera_0001,106,1,724,237,804,282
camera_0001,106,2,243,251,323,296
camera_0001,106,3,1023,196,1103,241
camera_0001,106,4,466,438,546,483
camera_0001,107,1,733,237,813,282
camera_0001,107,2,249,251,329,296
camera_0001,107,3,1035,196,1115,241
camera_0001,107,4,472,438,552,483
camera_0001,108,1,742,237,822,282
camera_0001,108,2,255,251,335,296
camera_0001,108,3,1047,196,1127,241
camera_0001,108,4,478,438,558,483
camera_0001,109,1,750,237,830,282
camera_0001,109,2,261,251,341,296
camera_0001,109,3,1059,196,1139,241
camera_0001,109,4,484,438,564,483
camera_0001,110,1,759,237,839,282
camera_0001,110,2,266,251,346,296
camera_0001,110,3,1071,196,1151,241
camera_0001,110,4,490,438,570,483
camera_0001,111,1,767,237,847,282
camera_0001,111,2,272,251,352,296
camera_0001,111,3,1083,196,1163,241
camera_0001,111,4,496,438,576,483
camera_0001,112,1,776,237,856,282
camera_0001,112,2,278,251,358,296
camera_0001,112,3,1096,196,1176,241
camera_0001,112,4,502,438,582,483
camera_0001,112,5,-80,394,0,439
camera_0001,113,1,784,237,864,282
camera_0001,113,2,284,251,364,296
camera_0001,113,3,1108,196,1188,241
camera_0001,113,4,507,438,587,483
camera_0001,113,5,-73,394,7,439
camera_0001,114,1,793,237,873,282
camera_0001,114,2,290,251,370,296
camera_0001,114,3,1120,196,1200,241
camera_0001,114,4,513,438,593,483
camera_0001,114,5,-66,394,14,439
camera_0001,115,1,801,237,881,282
camera_0001,115,2,296,251,376,296
camera_0001,115,3,1132,196,1212,241
camera_0001,115,4,519,438,599,483
camera_0001,115,5,-59,394,21,439
camera_0001,116,1,810,237,890,282
camera_0001,116,2,302,251,382,296
camera_0001,116,3,1144,196,1224,241
camera_0001,116,4,525,438,605,483
camera_0001,116,5,-53,394,27,439
camera_0001,117,1,819,237,899,282
camera_0001,117,2,308,251,388,296
camera_0001,117,3,1156,196,1236,241
camera_0001,117,4,531,438,611,483
camera_0001,117,5,-46,394,34,439
camera_0001,118,1,827,237,907,282
camera_0001,118,2,314,251,394,296
camera_0001,118,3,1168,196,1248,241
camera_0001,118,4,537,438,617,483
camera_0001,118,5,-39,394,41,439
camera_0001,119,1,836,237,916,282
camera_0001,119,2,320,251,400,296
camera_0001,119,3,1180,196,1260,241
camera_0001,119,4,543,438,623,483
camera_0001,119,5,-32,394,48,439
camera_0001,120,1,844,237,924,282
camera_0001,120,2,326,251,406,296
camera_0001,120,3,1193,196,1273,241
camera_0001,120,4,549,438,629,483
camera_0001,120,5,-26,394,54,439
camera_0001,121,1,853,237,933,282
camera_0001,121,2,332,251,412,296
camera_0001,121,3,1205,196,1285,241
camera_0001,121,4,555,438,635,483
camera_0001,121,5,-19,394,61,439
camera_0001,122,1,861,237,941,282
camera_0001,122,2,338,251,418,296
camera_0001,122,3,1217,196,1297,241
camera_0001,122,4,560,438,640,483
camera_0001,122,5,-12,394,68,439
camera_0001,123,1,870,237,950,282
camera_0001,123,2,344,251,424,296
camera_0001,123,3,1229,196,1309,241
camera_0001,123,4,566,438,646,483
camera_0001,123,5,-6,394,74,439
camera_0001,124,1,878,237,958,282
camera_0001,124,2,350,251,430,296
camera_0001,124,3,1241,196,1321,241
camera_0001,124,4,572,438,652,483
camera_0001,124,5,0,394,80,439
camera_0001,125,1,887,237,967,282
camera_0001,125,2,356,251,436,296
camera_0001,125,3,1253,196,1333,241
camera_0001,125,4,578,438,658,483
camera_0001,125,5,7,394,87,439
camera_0001,126,1,896,237,976,282
camera_0001,126,2,362,251,442,296
camera_0001,126,3,1265,196,1345,241
camera_0001,126,4,584,438,664,483
camera_0001,126,5,14,394,94,439
camera_0001,127,1,904,237,984,282
camera_0001,127,2,368,251,448,296
camera_0001,127,3,1277,196,1357,241
camera_0001,127,4,590,438,670,483
camera_0001,127,5,20,394,100,439
camera_0001,128,1,913,237,993,282
camera_0001,128,2,374,251,454,296
camera_0001,128,3,1290,196,1370,241
camera_0001,128,4,596,438,676,483
camera_0001,128,5,27,394,107,439
camera_0001,129,1,921,237,1001,282
camera_0001,129,2,380,251,460,296
camera_0001,129,4,602,438,682,483
camera_0001,129,5,34,394,114,439
camera_0001,130,1,930,237,1010,282
camera_0001,130,2,386,251,466,296
camera_0001,130,4,607,438,687,483
camera_0001,130,5,40,394,120,439
camera_0001,131,1,938,237,1018,282
camera_0001,131,2,392,251,472,296
camera_0001,131,4,613,438,693,483
camera_0001,131,5,47,394,127,439
camera_0001,132,1,947,237,1027,282
camera_0001,132,2,398,251,478,296
camera_0001,132,4,619,438,699,483
camera_0001,132,5,54,394,134,439
camera_0001,133,1,956,237,1036,282
camera_0001,133,2,404,251,484,296
camera_0001,133,4,625,438,705,483
camera_0001,133,5,61,394,141,439
camera_0001,134,1,964,237,1044,282
camera_0001,134,2,410,251,490,296
camera_0001,134,4,631,438,711,483
camera_0001,134,5,67,394,147,439
camera_0001,135,1,973,237,1053,282
camera_0001,135,2,416,251,496,296
camera_0001,135,4,637,438,717,483
camera_0001,135,5,74,394,154,439
camera_0001,136,1,981,237,1061,282
camera_0001,136,2,422,251,502,296
camera_0001,136,4,643,438,723,483
camera_0001,136,5,81,394,161,439
camera_0001,137,1,990,237,1070,282
camera_0001,137,2,428,251,508,296
camera_0001,137,4,649,438,729,483
camera_0001,137,5,87,394,167,439
camera_0001,138,1,998,237,1078,282
camera_0001,138,2,434,251,514,296
camera_0001,138,4,654,438,734,483
camera_0001,138,5,94,394,174,439
camera_0001,139,1,1007,237,1087,282
camera_0001,139,2,440,251,520,296
camera_0001,139,4,660,438,740,483
camera_0001,139,5,101,394,181,439
camera_0001,140,1,1016,237,1096,282
camera_0001,140,2,446,251,526,296
camera_0001,140,4,666,438,746,483
camera_0001,140,5,108,394,188,439
camera_0001,141,1,1024,237,1104,282
camera_0001,141,2,452,251,532,296
camera_0001,141,4,672,438,752,483
camera_0001,141,5,114,394,194,439
camera_0001,142,1,1033,237,1113,282
camera_0001,142,2,458,251,538,296
camera_0001,142,4,678,438,758,483
camera_0001,142,5,121,394,201,439
camera_0001,143,1,1041,237,1121,282
camera_0001,143,2,464,251,544,296
camera_0001,143,4,684,438,764,483
camera_0001,143,5,128,394,208,439
camera_0001,144,1,1050,237,1130,282
camera_0001,144,2,470,251,550,296
camera_0001,144,4,690,438,770,483
camera_0001,144,5,134,394,214,439
camera_0001,145,1,1058,237,1138,282
camera_0001,145,2,476,251,556,296
camera_0001,145,4,696,438,776,483
camera_0001,145,5,141,394,221,439
camera_0001,146,1,1067,237,1147,282
camera_0001,146,2,482,251,562,296
camera_0001,146,4,702,438,782,483
camera_0001,146,5,148,394,228,439
camera_0001,147,1,1075,237,1155,282
camera_0001,147,2,488,251,568,296
camera_0001,147,4,707,438,787,483
camera_0001,147,5,155,394,235,439
camera_0001,148,1,1084,237,1164,282
camera_0001,148,2,494,251,574,296
camera_0001,148,4,713,438,793,483
camera_0001,148,5,161,394,241,439
camera_0001,149,1,1093,237,1173,282
camera_0001,149,2,500,251,580,296
camera_0001,149,4,719,438,799,483
camera_0001,149,5,168,394,248,439
camera_0001,150,1,1101,237,1181,282
camera_0001,150,2,506,251,586,296
camera_0001,150,4,725,438,805,483
camera_0001,150,5,175,394,255,439
camera_0001,150,10,-80,462,0,507
camera_0001,151,1,1110,237,1190,282
camera_0001,151,2,512,251,592,296
camera_0001,151,4,731,438,811,483
camera_0001,151,5,181,394,261,439
camera_0001,151,10,-72,462,8,507
camera_0001,152,1,1118,237,1198,282
camera_0001,152,2,518,251,598,296
camera_0001,152,4,737,438,817,483
camera_0001,152,5,188,394,268,439
camera_0001,152,10,-64,462,16,507
camera_0001,153,1,1127,237,1207,282
camera_0001,153,2,524,251,604,296
camera_0001,153,4,743,438,823,483
camera_0001,153,5,195,394,275,439
camera_0001,153,10,-57,462,23,507
camera_0001,154,1,1135,237,1215,282
camera_0001,154,2,530,251,610,296
camera_0001,154,4,749,438,829,483
camera_0001,154,5,202,394,282,439
camera_0001,154,10,-49,462,31,507
camera_0001,155,1,1144,237,1224,282
camera_0001,155,2,536,251,616,296
camera_0001,155,4,754,438,834,483
camera_0001,155,5,208,394,288,439
camera_0001,155,10,-42,462,38,507
camera_0001,156,1,1153,237,1233,282
camera_0001,156,2,542,251,622,296
camera_0001,156,4,760,438,840,483
camera_0001,156,5,215,394,295,439
camera_0001,156,10,-34,462,46,507
camera_0001,157,1,1161,237,1241,282
camera_0001,157,2,548,251,628,296
camera_0001,157,4,766,438,846,483
camera_0001,157,5,222,394,302,439
camera_0001,157,10,-27,462,53,507
camera_0001,158,1,1170,237,1250,282
camera_0001,158,2,554,251,634,296
camera_0001,158,4,772,438,852,483
camera_0001,158,5,228,394,308,439
camera_0001,158,10,-19,462,61,507
camera_0001,159,1,1178,237,1258,282
camera_0001,159,2,560,251,640,296
camera_0001,159,4,778,438,858,483
camera_0001,159,5,235,394,315,439
camera_0001,159,10,-12,462,68,507
camera_0001,160,1,1187,237,1267,282
camera_0001,160,2,566,251,646,296
camera_0001,160,4,784,438,864,483
camera_0001,160,5,242,394,322,439
camera_0001,160,10,-4,462,76,507
camera_0001,161,1,1195,237,1275,282
camera_0001,161,2,572,251,652,296
camera_0001,161,4,790,438,870,483
camera_0001,161,5,249,394,329,439
camera_0001,161,10,2,462,82,507
camera_0001,162,1,1204,237,1284,282
camera_0001,162,2,578,251,658,296
camera_0001,162,4,796,438,876,483
camera_0001,162,5,255,394,335,439
camera_0001,162,10,10,462,90,507
camera_0001,163,1,1212,237,1292,282
camera_0001,163,2,584,251,664,296
camera_0001,163,4,801,438,881,483
camera_0001,163,5,262,394,342,439
camera_0001,163,10,17,462,97,507
camera_0001,164,1,1221,237,1301,282
camera_0001,164,2,590,251,670,296
camera_0001,164,4,807,438,887,483
camera_0001,164,5,269,394,349,439
camera_0001,164,10,25,462,105,507
camera_0001,165,1,1230,237,1310,282
camera_0001,165,2,596,251,676,296
camera_0001,165,4,813,438,893,483
camera_0001,165,5,275,394,355,439
camera_0001,165,10,32,462,112,507
camera_0001,166,1,1238,237,1318,282
camera_0001,166,2,602,251,682,296
camera_0001,166,4,819,438,899,483
camera_0001,166,5,282,394,362,439
camera_0001,166,10,40,462,120,507
camera_0001,167,1,1247,237,1327,282
camera_0001,167,2,607,251,687,296
camera_0001,167,4,825,438,905,483
camera_0001,167,5,289,394,369,439
camera_0001,167,10,47,462,127,507
camera_0001,168,1,1255,237,1335,282
camera_0001,168,2,613,251,693,296
camera_0001,168,4,831,438,911,483
camera_0001,168,5,296,394,376,439
camera_0001,168,10,55,462,135,507
camera_0001,169,1,1264,237,1344,282
camera_0001,169,2,619,251,699,296
camera_0001,169,4,837,438,917,483
camera_0001,169,5,302,394,382,439
camera_0001,169,10,63,462,143,507
camera_0001,170,1,1272,237,1352,282
camera_0001,170,2,625,251,705,296
camera_0001,170,4,843,438,923,483
camera_0001,170,5,309,394,389,439
camera_0001,170,10,70,462,150,507
camera_0001,171,1,1281,237,1361,282
camera_0001,171,2,631,251,711,296
camera_0001,171,4,849,438,929,483
camera_0001,171,5,316,394,396,439
camera_0001,171,10,78,462,158,507
camera_0001,172,1,1290,237,1370,282
camera_0001,172,2,637,251,717,296
camera_0001,172,4,854,438,934,483
camera_0001,172,5,322,394,402,439
camera_0001,172,7,-80,290,0,335
camera_0001,172,10,85,462,165,507
camera_0001,173,2,643,251,723,296
camera_0001,173,4,860,438,940,483
camera_0001,173,5,329,394,409,439
camera_0001,173,7,-68,290,12,335
camera_0001,173,10,93,462,173,507
camera_0001,174,2,649,251,729,296
camera_0001,174,4,866,438,946,483
camera_0001,174,5,336,394,416,439
camera_0001,174,7,-56,290,24,335
camera_0001,174,10,100,462,180,507
camera_0001,175,2,655,251,735,296
camera_0001,175,4,872,438,952,483
camera_0001,175,5,343,394,423,439
camera_0001,175,7,-44,290,36,335
camera_0001,175,10,108,462,188,507
camera_0001,176,2,661,251,741,296
camera_0001,176,4,878,438,958,483
camera_0001,176,5,349,394,429,439
camera_0001,176,7,-32,290,48,335
camera_0001,176,10,115,462,195,507
camera_0001,177,2,667,251,747,296
camera_0001,177,4,884,438,964,483
camera_0001,177,5,356,394,436,439
camera_0001,177,7,-20,290,60,335
camera_0001,177,10,123,462,203,507
camera_0001,178,2,673,251,753,296
camera_0001,178,4,890,438,970,483
camera_0001,178,5,363,394,443,439
camera_0001,178,7,-9,290,71,335
camera_0001,178,10,130,462,210,507
camera_0001,179,2,679,251,759,296
camera_0001,179,4,896,438,976,483
camera_0001,179,5,369,394,449,439
camera_0001,179,7,2,290,82,335
camera_0001,179,10,138,462,218,507
camera_0001,180,2,685,251,765,296
camera_0001,180,4,901,438,981,483
camera_0001,180,5,376,394,456,439
camera_0001,180,7,14,290,94,335
camera_0001,180,10,145,462,225,507
camera_0001,181,2,691,251,771,296
camera_0001,181,4,907,438,987,483
camera_0001,181,5,383,394,463,439
camera_0001,181,7,26,290,106,335
camera_0001,181,10,153,462,233,507
camera_0001,182,2,697,251,777,296
camera_0001,182,4,913,438,993,483
camera_0001,182,5,390,394,470,439
camera_0001,182,7,38,290,118,335
camera_0001,182,10,160,462,240,507
camera_0001,183,2,703,251,783,296
camera_0001,183,4,919,438,999,483
camera_0001,183,5,396,394,476,439
camera_0001,183,7,49,290,129,335
camera_0001,183,8,-80,229,0,274
camera_0001,183,10,168,462,248,507
camera_0001,184,2,709,251,789,296
camera_0001,184,4,925,438,1005,483
camera_0001,184,5,403,394,483,439
camera_0001,184,7,61,290,141,335
camera_0001,184,8,-72,229,8,274
camera_0001,184,10,175,462,255,507
camera_0001,185,2,715,251,795,296
camera_0001,185,4,931,438,1011,483
camera_0001,185,5,410,394,490,439
camera_0001,185,7,73,290,153,335
camera_0001,185,8,-64,229,16,274
camera_0001,185,10,183,462,263,507
camera_0001,186,2,721,251,801,296
camera_0001,186,4,937,438,1017,483
camera_0001,186,5,416,394,496,439
camera_0001,186,7,85,290,165,335
camera_0001,186,8,-56,229,24,274
camera_0001,186,10,190,462,270,507
camera_0001,187,2,727,251,807,296
camera_0001,187,4,943,438,1023,483
camera_0001,187,5,423,394,503,439
camera_0001,187,7,97,290,177,335
camera_0001,187,8,-49,229,31,274
camera_0001,187,10,198,462,278,507
camera_0001,188,2,733,251,813,296
camera_0001,188,4,948,438,1028,483
camera_0001,188,5,430,394,510,439
camera_0001,188,7,108,290,188,335
camera_0001,188,8,-41,229,39,274
camera_0001,188,10,206,462,286,507
camera_0001,189,2,739,251,819,296
camera_0001,189,4,954,438,1034,483
camera_0001,189,5,437,394,517,439
camera_0001,189,7,120,290,200,335
camera_0001,189,8,-33,229,47,274
camera_0001,189,10,213,462,293,507
camera_0001,190,2,745,251,825,296
camera_0001,190,4,960,438,1040,483
camera_0001,190,5,443,394,523,439
camera_0001,190,7,132,290,212,335
camera_0001,190,8,-26,229,54,274
camera_0001,190,10,221,462,301,507
camera_0001,191,2,751,251,831,296
camera_0001,191,4,966,438,1046,483
camera_0001,191,5,450,394,530,439
camera_0001,191,7,144,290,224,335
camera_0001,191,8,-18,229,62,274
camera_0001,191,10,228,462,308,507
camera_0001,192,2,757,251,837,296
camera_0001,192,4,972,438,1052,483
camera_0001,192,5,457,394,537,439
camera_0001,192,7,156,290,236,335
camera_0001,192,8,-10,229,70,274
camera_0001,192,10,236,462,316,507
camera_0001,193,2,763,251,843,296
camera_0001,193,4,978,438,1058,483
camera_0001,193,5,463,394,543,439
camera_0001,193,7,168,290,248,335
camera_0001,193,8,-3,229,77,274
camera_0001,193,10,243,462,323,507
camera_0001,194,2,769,251,849,296
camera_0001,194,4,984,438,1064,483
camera_0001,194,5,470,394,550,439
camera_0001,194,7,179,290,259,335
camera_0001,194,8,4,229,84,274
